 2017-04-05 00:00:00 |     1
 2017-04-13 00:00:00 |    10
 2017-04-18 00:00:00 |     5
 2017-04-19 00:00:00 |     1
 2017-04-24 00:00:00 |    13
 2017-04-26 00:00:00 |     1
 2017-05-03 00:00:00 |    12
 2017-05-04 00:00:00 |     8
 2017-05-05 00:00:00 |     3
 2017-05-06 00:00:00 |     1
 2017-05-08 00:00:00 |     6
 2017-05-09 00:00:00 |     7
 2017-05-11 00:00:00 |     1
 2017-05-12 00:00:00 |     2
 2017-05-14 00:00:00 |     4
 2017-05-16 00:00:00 |     6
 2017-05-17 00:00:00 |     5
 2017-05-18 00:00:00 |     1
 2017-05-19 00:00:00 |     5
 2017-05-20 00:00:00 |     1
 2017-05-21 00:00:00 |     3
 2017-05-22 00:00:00 |     3
 2017-05-23 00:00:00 |     7
 2017-05-24 00:00:00 |    15
 2017-05-25 00:00:00 |     4
 2017-05-26 00:00:00 |     3
 2017-05-27 00:00:00 |     1
 2017-05-29 00:00:00 |    10
 2017-05-30 00:00:00 |    26
 2017-05-31 00:00:00 |    12
 2017-06-01 00:00:00 |     1
 2017-06-02 00:00:00 |     5
 2017-06-04 00:00:00 |     2
 2017-06-05 00:00:00 |     1
 2017-06-06 00:00:00 |     2
 2017-06-07 00:00:00 |     2
 2017-06-09 00:00:00 |    11
 2017-06-10 00:00:00 |     3
 2017-06-12 00:00:00 |     5
 2017-06-13 00:00:00 |     4
 2017-06-14 00:00:00 |     9
 2017-06-15 00:00:00 |     2
 2017-06-16 00:00:00 |     2
 2017-06-17 00:00:00 |     2
 2017-06-18 00:00:00 |     2
 2017-06-19 00:00:00 |     7
 2017-06-20 00:00:00 |     7
 2017-06-21 00:00:00 |    16
 2017-06-22 00:00:00 |    11
 2017-06-23 00:00:00 |    13
 2017-06-24 00:00:00 |     8
 2017-06-25 00:00:00 |     4
 2017-06-26 00:00:00 |     4
 2017-06-27 00:00:00 |    16
 2017-06-28 00:00:00 |     9
 2017-06-29 00:00:00 |    12
 2017-06-30 00:00:00 |    19
 2017-07-01 00:00:00 |    18
 2017-07-02 00:00:00 |     8
 2017-07-03 00:00:00 |    19
 2017-07-04 00:00:00 |    44
 2017-07-05 00:00:00 |    61
 2017-07-06 00:00:00 |    81
 2017-07-07 00:00:00 |    94
 2017-07-08 00:00:00 |    65
 2017-07-09 00:00:00 |   110
 2017-07-10 00:00:00 |   291
 2017-07-11 00:00:00 | 81573
 2017-07-12 00:00:00 | 87414
 2017-07-13 00:00:00 | 86213
 2017-07-14 00:00:00 | 75463
 2017-07-15 00:00:00 | 36213
 2017-07-16 00:00:00 | 35368
 2017-07-17 00:00:00 | 69510
 2017-07-18 00:00:00 | 77187
 2017-07-19 00:00:00 | 57471
