 2017-04-01 00:00:00 |      1
 2017-04-03 00:00:00 |      2
 2017-04-04 00:00:00 |      7
 2017-04-05 00:00:00 |     10
 2017-04-06 00:00:00 |     14
 2017-04-07 00:00:00 |     11
 2017-04-08 00:00:00 |      9
 2017-04-09 00:00:00 |     14
 2017-04-10 00:00:00 |     14
 2017-04-11 00:00:00 |      9
 2017-04-12 00:00:00 |      6
 2017-04-13 00:00:00 |     57
 2017-04-15 00:00:00 |      1
 2017-04-17 00:00:00 |      1
 2017-04-18 00:00:00 |      8
 2017-04-19 00:00:00 |      4
 2017-04-20 00:00:00 |     10
 2017-04-21 00:00:00 |      5
 2017-04-22 00:00:00 |     10
 2017-04-23 00:00:00 |      8
 2017-04-24 00:00:00 |     11
 2017-04-25 00:00:00 |      9
 2017-04-26 00:00:00 |     12
 2017-04-27 00:00:00 |     20
 2017-04-28 00:00:00 |     13
 2017-04-29 00:00:00 |      8
 2017-04-30 00:00:00 |     23
 2017-05-01 00:00:00 |     19
 2017-05-02 00:00:00 |     22
 2017-05-03 00:00:00 |     11
 2017-05-04 00:00:00 |     19
 2017-05-05 00:00:00 |     37
 2017-05-06 00:00:00 |     30
 2017-05-07 00:00:00 |     26
 2017-05-08 00:00:00 |     17
 2017-05-09 00:00:00 |     25
 2017-05-10 00:00:00 |     25
 2017-05-11 00:00:00 |     30
 2017-05-12 00:00:00 |     23
 2017-05-13 00:00:00 |     17
 2017-05-14 00:00:00 |     16
 2017-05-15 00:00:00 |      9
 2017-05-16 00:00:00 |     23
 2017-05-17 00:00:00 |     23
 2017-05-18 00:00:00 |     23
 2017-05-19 00:00:00 |     27
 2017-05-20 00:00:00 |     25
 2017-05-21 00:00:00 |     32
 2017-05-22 00:00:00 |     33
 2017-05-23 00:00:00 |     21
 2017-05-24 00:00:00 |     34
 2017-05-25 00:00:00 |     62
 2017-05-26 00:00:00 |     41
 2017-05-27 00:00:00 |     20
 2017-05-28 00:00:00 |     41
 2017-05-29 00:00:00 |     31
 2017-05-30 00:00:00 |     49
 2017-05-31 00:00:00 |     47
 2017-06-01 00:00:00 |     51
 2017-06-02 00:00:00 |     37
 2017-06-03 00:00:00 |     45
 2017-06-04 00:00:00 |     42
 2017-06-05 00:00:00 |     60
 2017-06-06 00:00:00 |     44
 2017-06-07 00:00:00 |     53
 2017-06-08 00:00:00 |     42
 2017-06-09 00:00:00 |     42
 2017-06-10 00:00:00 |     59
 2017-06-11 00:00:00 |     58
 2017-06-12 00:00:00 |     52
 2017-06-13 00:00:00 |     40
 2017-06-14 00:00:00 |     62
 2017-06-15 00:00:00 |     65
 2017-06-16 00:00:00 |     56
 2017-06-17 00:00:00 |     58
 2017-06-18 00:00:00 |     74
 2017-06-19 00:00:00 |     77
 2017-06-20 00:00:00 |     62
 2017-06-21 00:00:00 |    227
 2017-06-22 00:00:00 |     83
 2017-06-23 00:00:00 |     97
 2017-06-24 00:00:00 |     85
 2017-06-25 00:00:00 |    113
 2017-06-26 00:00:00 |    139
 2017-06-27 00:00:00 |    144
 2017-06-28 00:00:00 |    173
 2017-06-29 00:00:00 |    164
 2017-06-30 00:00:00 |    131
 2017-07-01 00:00:00 |    124
 2017-07-02 00:00:00 |    206
 2017-07-03 00:00:00 |    191
 2017-07-04 00:00:00 |    244
 2017-07-05 00:00:00 |    276
 2017-07-06 00:00:00 |    332
 2017-07-07 00:00:00 |    381
 2017-07-08 00:00:00 |    510
 2017-07-09 00:00:00 |    659
 2017-07-10 00:00:00 |   1214
 2017-07-11 00:00:00 | 107121
 2017-07-12 00:00:00 | 131689
 2017-07-13 00:00:00 | 126034
 2017-07-14 00:00:00 | 115434
 2017-07-15 00:00:00 | 109469
 2017-07-16 00:00:00 | 126997
 2017-07-17 00:00:00 | 120462
 2017-07-18 00:00:00 | 131359
 2017-07-19 00:00:00 |  77214
